Year ended September,Kill status,Animal type,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
1982,Condemned,Pigs (65-74.9kg),Weight,,number,Kilograms,not available
1982,Condemned,Pigs (75-84.9kg),Weight,,number,Kilograms,not available
1982,Condemned,Pigs (85-94.9kg),Weight,,number,Kilograms,not available
1982,Condemned,Pigs (95kg and above),Weight,,number,Kilograms,not available
1982,Condemned,Choppers,Weight,,number,Kilograms,not available
1982,Condemned,Total pigs,Weight,,number,Kilograms,not available
1982,Condemned,Hoggets,Weight,,number,Kilograms,not available
1982,Condemned,Rams,Weight,,number,Kilograms,not available
1982,Condemned,Other Adult Sheep,Weight,,number,Kilograms,not available
1982,Condemned,Total Adult Sheep,Weight,,number,Kilograms,not available
1982,Condemned,Lambs,Weight,,number,Kilograms,not available
1982,Condemned,Total All Sheep,Weight,,number,Kilograms,not available
1982,Condemned,"Total Sheep, Cattle, Goats, Horses, and Pigs",Weight,,number,Kilograms,not available
1982,Total Kill,Vealers - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Heifers - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Cows - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Steers - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Bulls - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Total Adult Cattle - Dairy,Weight,,number,Kilograms,not available
1982,Total Kill,Vealers - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Heifers - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Cows - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Steers - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Bulls - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Total Adult Cattle - Beef,Weight,,number,Kilograms,not available
1982,Total Kill,Calves,Weight,,number,Kilograms,not available
1982,Total Kill,Vealers,Weight,,number,Kilograms,not available
1982,Total Kill,Calves and Vealers,Weight,,number,Kilograms,not available
1982,Total Kill,Heifers,Weight,,number,Kilograms,not available
1982,Total Kill,Cows,Weight,,number,Kilograms,not available
1982,Total Kill,Steers,Weight,,number,Kilograms,not available
1982,Total Kill,Bulls,Weight,,number,Kilograms,not available
1982,Total Kill,Total Adult Cattle,Weight,,number,Kilograms,not available
1982,Total Kill,Total All Cattle,Weight,,number,Kilograms,not available
1982,Total Kill,Total Goats,Weight,,number,Kilograms,not available
1982,Total Kill,Total Horses,Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (under 50kg),Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (50-64.9kg),Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (65-74.9kg),Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (75-84.9kg),Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (85-94.9kg),Weight,,number,Kilograms,not available
1982,Total Kill,Pigs (95kg and above),Weight,,number,Kilograms,not available
1982,Total Kill,Choppers,Weight,,number,Kilograms,not available
1982,Total Kill,Total pigs,Weight,,number,Kilograms,not available
1982,Total Kill,Hoggets,Weight,,number,Kilograms,not available
1982,Total Kill,Rams,Weight,,number,Kilograms,not available
1982,Total Kill,Other Adult Sheep,Weight,,number,Kilograms,not available
1982,Total Kill,Total Adult Sheep,Weight,,number,Kilograms,not available
1982,Total Kill,Lambs,Weight,,number,Kilograms,not available
1982,Total Kill,Total All Sheep,Weight,,number,Kilograms,not available
1982,Total Kill,"Total Sheep, Cattle, Goats, Horses, and Pigs",Weight,,number,Kilograms,not available
1982,Graded for Export,Vealers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Heifers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Cows - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Steers - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Bulls - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Total Adult Cattle - Dairy,Weight,,number,Kilograms,not available
1982,Graded for Export,Vealers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Heifers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Cows - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Steers - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Bulls - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Total Adult Cattle - Beef,Weight,,number,Kilograms,not available
1982,Graded for Export,Calves,Weight,15509085,number,Kilograms,
1982,Graded for Export,Vealers,Weight,502965,number,Kilograms,
1982,Graded for Export,Calves and Vealers,Weight,16012041,number,Kilograms,
1982,Graded for Export,Heifers,Weight,26918165,number,Kilograms,
1982,Graded for Export,Cows,Weight,135559751,number,Kilograms,
1982,Graded for Export,Steers,Weight,144493337,number,Kilograms,
1982,Graded for Export,Bulls,Weight,63702565,number,Kilograms,
1982,Graded for Export,Total Adult Cattle,Weight,370673818,number,Kilograms,
1982,Graded for Export,Total All Cattle,Weight,386685859,number,Kilograms,
1982,Graded for Export,Total Goats,Weight,397879,number,Kilograms,
